dss_rank,formula,material_id,battery_family,dss_decision,shortlist_score,india_feasibility_score,predicted_stable_probability,predicted_energy_above_hull_clipped,band_gap,is_stable,shortlist_rule_type,short_conceptual_reason
1,Li3Fe2(PO4)3,mp-19430,LFP-family,Best near-term purchase direction,59.52,98,0.16767046,0.011649002,2.4773,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0116; stable probability 0.1677.
324,Li4Fe(PO3)6,mp-757456,LFP-family,Best near-term purchase direction,43.19,94,0.009151133,0.05059642,4.371,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0506; stable probability 0.0092.
325,LiFeP2O7,mp-1101521,LFP-family,Best near-term purchase direction,43.17,93,0.012955433,0.04981356,2.0137,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0498; stable probability 0.0130.
326,Li4Fe(PO4)2,mp-756144,LFP-family,Best near-term purchase direction,43.14,93,0.007054153,0.04865857,4.2344,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0487; stable probability 0.0071.
327,LiFe4P7O24,mp-697800,LFP-family,Best near-term purchase direction,43.02,96,0.012875663,0.055793293,2.3447,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0558; stable probability 0.0129.
328,Li2Fe(PO3)4,mp-26125,LFP-family,Best near-term purchase direction,43.01,98,0.00893654,0.058457937,4.19,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0585; stable probability 0.0089.
329,Li4Fe2(PO4)3,mp-1177430,LFP-family,Best near-term purchase direction,42.98,96,0.014307135,0.056296177,2.1514,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0563; stable probability 0.0143.
330,LiFePO4,mp-705312,LFP-family,Best near-term purchase direction,42.97,98,0.006915991,0.058218144,3.7718,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0582; stable probability 0.0069.
331,LiFe5(P2O7)4,mp-705376,LFP-family,Best near-term purchase direction,42.97,96,0.014020498,0.056296177,2.0067,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0563; stable probability 0.0140.
332,Li5Fe2P5O18,mp-1177139,LFP-family,Best near-term purchase direction,42.97,96,0.014020498,0.056296177,2.1125,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0563; stable probability 0.0140.
333,LiFePO4,mp-758000,LFP-family,Best near-term purchase direction,42.96,93,0.0027701396,0.048558794,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0486; stable probability 0.0028.
334,Li3Fe5(PO4)6,mp-758971,LFP-family,Best near-term purchase direction,42.94,93,0.0060746255,0.049423598,1.8148,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0494; stable probability 0.0061.
335,LiFe4(PO4)3,mp-759000,LFP-family,Best near-term purchase direction,42.93,94,0.006426726,0.051278893,3.1139,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0513; stable probability 0.0064.
336,Li3Fe4(P2O7)4,mp-1177688,LFP-family,Best near-term purchase direction,42.9,93,0.0021952144,0.04875588,0.0042,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0488; stable probability 0.0022.
337,LiFe(PO3)3,mp-757732,LFP-family,Best near-term purchase direction,42.89,94,0.011303976,0.05257274,3.5699,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0526; stable probability 0.0113.
338,LiFeP2O7,mp-1101560,LFP-family,Best near-term purchase direction,42.88,93,0.0064231646,0.04981356,1.8744,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0498; stable probability 0.0064.
339,Li3Fe(PO4)2,mp-760008,LFP-family,Best near-term purchase direction,42.84,98,0.0110385185,0.059795484,2.4517,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0598; stable probability 0.0110.
340,Li3Fe(PO4)2,mp-773399,LFP-family,Best near-term purchase direction,42.83,98,0.009665148,0.059510294,2.4956,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0595; stable probability 0.0097.
341,Li4NbFe3Cu2(PO4)6,mp-777855,LFP-family,Best near-term purchase direction,42.82,93,0.0024503598,0.04920049,0.1427,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0492; stable probability 0.0025.
342,LiFe(PO3)4,mp-26811,LFP-family,Best near-term purchase direction,42.81,96,0.00851538,0.05588761,2.9057,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0559; stable probability 0.0085.
343,LiFe(PO3)4,mp-758136,LFP-family,Best near-term purchase direction,42.81,94,0.010158562,0.05271391,2.5293,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0527; stable probability 0.0102.
344,LiFeP2O7,mp-1101512,LFP-family,Best near-term purchase direction,42.8,98,0.008235537,0.059350375,2.6064,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0594; stable probability 0.0082.
345,Li3Fe2(PO4)3,mp-26069,LFP-family,Best near-term purchase direction,42.8,98,0.008193004,0.059350375,2.4969,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0594; stable probability 0.0082.
346,Li4Fe2(PO4)3,mp-772975,LFP-family,Best near-term purchase direction,42.8,96,0.009084076,0.056048937,1.5499,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0560; stable probability 0.0091.
347,LiFePO4,mp-772138,LFP-family,Best near-term purchase direction,42.8,94,0.0035677091,0.051278893,3.4288,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0513; stable probability 0.0036.
348,LiFe(PO3)4,mp-758737,LFP-family,Best near-term purchase direction,42.77,94,0.0113078505,0.053175885,2.2489,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0532; stable probability 0.0113.
349,Li3Fe3(PO4)4,mp-25813,LFP-family,Best near-term purchase direction,42.77,94,0.0113078505,0.053175885,2.2475,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0532; stable probability 0.0113.
350,LiFeP2O7,mp-752859,LFP-family,Best near-term purchase direction,42.77,94,0.011189917,0.053175885,2.379,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0532; stable probability 0.0112.
351,LiFe(PO3)4,mp-758724,LFP-family,Best near-term purchase direction,42.77,94,0.011189917,0.053175885,2.3608,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0532; stable probability 0.0112.
352,LiFe(PO3)3,mp-758184,LFP-family,Best near-term purchase direction,42.76,98,0.0065982803,0.05916349,4.1848,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0592; stable probability 0.0066.
353,LiFeP2O7,mp-1101516,LFP-family,Best near-term purchase direction,42.76,98,0.008307053,0.059580687,2.5628,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0596; stable probability 0.0083.
354,Li3Fe2(PO4)3,mp-773158,LFP-family,Best near-term purchase direction,42.75,94,0.010772681,0.053175885,2.4012,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0532; stable probability 0.0108.
355,Li5Fe3Ni2(PO4)6,mp-776686,LFP-family,Best near-term purchase direction,42.75,90,0.02553501,0.049512617,2.3974,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0495; stable probability 0.0255.
356,LiFe2P5O16,mp-26184,LFP-family,Best near-term purchase direction,42.74,98,0.00872554,0.059769437,2.5853,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0598; stable probability 0.0087.
357,LiFePO4,mp-757027,LFP-family,Best near-term purchase direction,42.73,98,0.006915991,0.05940158,3.726,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0594; stable probability 0.0069.
358,Li4Fe3Ni(PO4)4,mp-771063,LFP-family,Best near-term purchase direction,42.73,94,0.006974917,0.0524388,3.0636,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0524; stable probability 0.0070.
359,NaLi5Fe2P2(CO7)2,mp-1101478,LFP-family,Best near-term purchase direction,42.7,98,0.0054010157,0.059226893,3.6574,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0592; stable probability 0.0054.
360,LiFe(PO3)4,mp-26269,LFP-family,Best near-term purchase direction,42.7,98,0.008292869,0.059865877,2.3543,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0599; stable probability 0.0083.
361,Li5Fe4(P2O7)4,mp-849564,LFP-family,Best near-term purchase direction,42.68,94,0.0027835257,0.05171679,1.3356,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0517; stable probability 0.0028.
362,LiFeP2O7,mp-831266,LFP-family,Best near-term purchase direction,42.68,94,0.0026896438,0.05171679,1.2947,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0517; stable probability 0.0027.
363,Li3Fe2(PO4)3,mp-758962,LFP-family,Best near-term purchase direction,42.67,94,0.01124911,0.05367283,2.2006,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0537; stable probability 0.0112.
364,LiFePO4,mp-757097,LFP-family,Best near-term purchase direction,42.66,98,0.005442764,0.05940158,3.7339,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0594; stable probability 0.0054.
365,LiFePO4,mp-765594,LFP-family,Best near-term purchase direction,42.66,98,0.005442764,0.05940158,3.7144,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0594; stable probability 0.0054.
366,Li6FeNiP2(CO7)2,mp-753528,LFP-family,Best near-term purchase direction,42.63,94,0.005262325,0.05254819,3.1756,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0525; stable probability 0.0053.
367,LiFePO4,mp-757255,LFP-family,Best near-term purchase direction,42.63,94,0.0057928627,0.052656725,3.8361,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0527; stable probability 0.0058.
368,Li12Fe3NiP4(CO7)4,mp-766564,LFP-family,Best near-term purchase direction,42.62,94,0.005101442,0.05254819,3.159,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0525; stable probability 0.0051.
369,Li12FeNi3P4(CO7)4,mp-766539,LFP-family,Best near-term purchase direction,42.61,94,0.004906048,0.05254819,3.0772,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0525; stable probability 0.0049.
370,LiFe2P3O11,mp-758108,LFP-family,Best near-term purchase direction,42.61,94,0.0088308,0.053431526,1.505,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0534; stable probability 0.0088.
371,Li2Fe3(PO4)3,mp-771770,LFP-family,Best near-term purchase direction,42.61,94,0.0088308,0.053431526,1.483,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0534; stable probability 0.0088.
372,LiFePH2O5,mp-780200,LFP-family,Best near-term purchase direction,42.6,94,0.0061740666,0.05286642,3.6933,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0529; stable probability 0.0062.
373,LiFe2(PO4)2,mp-754078,LFP-family,Best near-term purchase direction,42.59,94,0.0082867965,0.053431526,1.6166,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0534; stable probability 0.0083.
374,Li3FeNi2(PO4)3,mp-1223005,LFP-family,Best near-term purchase direction,42.57,94,0.0034457336,0.0524388,3.4838,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0524; stable probability 0.0034.
375,Li5Fe4(P2O7)4,mp-1177159,LFP-family,Best near-term purchase direction,42.56,94,0.0019447097,0.052121803,1.1907,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0521; stable probability 0.0019.
376,Li3FePCO7,mp-766624,LFP-family,Best near-term purchase direction,42.53,96,0.009170992,0.057423867,2.3987,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0574; stable probability 0.0092.
377,Li2Fe3P9O28,mp-758205,LFP-family,Best near-term purchase direction,42.51,94,0.011549693,0.05452936,2.6563,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0545; stable probability 0.0115.
378,Li4FeNi3(PO4)4,mp-766022,LFP-family,Best near-term purchase direction,42.45,94,0.00565961,0.053524677,3.0231,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0535; stable probability 0.0057.
379,Li3FePCO7,mp-766696,LFP-family,Best near-term purchase direction,42.42,96,0.00906508,0.05792675,1.9357,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0579; stable probability 0.0091.
380,Li2Fe(PO3)4,mp-759012,LFP-family,Best near-term purchase direction,42.35,94,0.004800734,0.053840153,3.7503,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0538; stable probability 0.0048.
381,LiFePO4,mp-765634,LFP-family,Best near-term purchase direction,42.35,94,0.004800734,0.053840153,3.7244,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0538; stable probability 0.0048.
382,Li2Fe5(PO4)4,mp-540431,LFP-family,Best near-term purchase direction,42.34,96,0.006434221,0.05776151,3.5628,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0578; stable probability 0.0064.
383,LiFePO4,mp-774251,LFP-family,Best near-term purchase direction,42.33,96,0.0062096934,0.05776151,3.4587,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0578; stable probability 0.0062.
384,LiFePO4,mp-1662030,LFP-family,Best near-term purchase direction,42.31,96,0.0059316116,0.05776151,3.329,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0578; stable probability 0.0059.
385,LiFe3SiPO8,mp-743761,LFP-family,Best near-term purchase direction,42.3,95,0.007508545,0.056441244,2.5673,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 95; predicted hull 0.0564; stable probability 0.0075.
386,Li3Fe3(PO4)4,mp-758514,LFP-family,Best near-term purchase direction,42.29,94,0.013256249,0.056048937,1.7429,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0560; stable probability 0.0133.
387,Li7Fe3Ni(PO4)6,mp-775193,LFP-family,Best near-term purchase direction,42.29,90,0.020342851,0.050610945,2.4261,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0506; stable probability 0.0203.
388,Li3Fe3(PO4)4,mp-1177796,LFP-family,Best near-term purchase direction,42.28,94,0.014307135,0.056296177,2.1425,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0563; stable probability 0.0143.
389,Li4Fe3P4O15,mp-705404,LFP-family,Best near-term purchase direction,42.27,96,0.006915991,0.058218144,3.7823,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0582; stable probability 0.0069.
390,Li5Fe(P2O7)2,mp-859124,LFP-family,Best near-term purchase direction,42.27,94,0.014020498,0.056296177,2.037,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0563; stable probability 0.0140.
391,LiFeP2O7,mp-753018,LFP-family,Best near-term purchase direction,42.25,94,0.013578157,0.056296177,1.949,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0563; stable probability 0.0136.
392,Li3FePCO7,mp-755283,LFP-family,Best near-term purchase direction,42.2,96,0.009977747,0.059233826,3.9592,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0592; stable probability 0.0100.
393,Li2Fe(PO3)4,mp-758941,LFP-family,Best near-term purchase direction,42.2,94,0.021515438,0.05835331,2.2976,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0584; stable probability 0.0215.
394,Li3Fe2(PO4)3,mp-504385,LFP-family,Best near-term purchase direction,42.15,96,0.009239217,0.059350375,2.5408,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0594; stable probability 0.0092.
395,LiFePO4,mp-753321,LFP-family,Best near-term purchase direction,42.15,94,0.013385208,0.056764774,3.8149,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0568; stable probability 0.0134.
396,LiFeP2O7,mp-26613,LFP-family,Best near-term purchase direction,42.14,96,0.011117881,0.059795484,2.2934,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0598; stable probability 0.0111.
397,LiFe(PO3)3,mp-758685,LFP-family,Best near-term purchase direction,42.13,96,0.008042799,0.0591408,3.9103,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0591; stable probability 0.0080.
398,LiFePO4,mp-831160,LFP-family,Best near-term purchase direction,42.13,96,0.008042799,0.0591408,3.829,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0591; stable probability 0.0080.
399,LiFe(PO3)4,mp-540356,LFP-family,Best near-term purchase direction,42.11,96,0.009239217,0.059510294,2.5331,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0595; stable probability 0.0092.
400,LiFeP2O7,mp-697758,LFP-family,Best near-term purchase direction,42.1,96,0.008235537,0.059350375,2.5726,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0594; stable probability 0.0082.
401,LiFeP2O7,mp-26749,LFP-family,Best near-term purchase direction,42.1,96,0.008235537,0.059350375,2.5805,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0594; stable probability 0.0082.
402,Li2FeP2O7,mp-752770,LFP-family,Best near-term purchase direction,42.09,96,0.0048425687,0.05865452,3.6665,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0587; stable probability 0.0048.
403,LiFePH2O5,mp-780431,LFP-family,Best near-term purchase direction,42.09,96,0.0070361467,0.059136555,3.6815,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0591; stable probability 0.0070.
404,Li3Fe(PO4)2,mp-26773,LFP-family,Best near-term purchase direction,42.08,96,0.009070698,0.059635565,2.2702,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0596; stable probability 0.0091.
405,Li3Fe3(PO4)4,mp-26307,LFP-family,Best near-term purchase direction,42.08,96,0.008975884,0.059635565,2.3693,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0596; stable probability 0.0090.
406,LiFe(PO3)4,mp-25963,LFP-family,Best near-term purchase direction,42.06,96,0.008307053,0.059580687,2.5723,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0596; stable probability 0.0083.
407,LiFeP2O7,mp-752697,LFP-family,Best near-term purchase direction,42.06,94,0.011265473,0.056754846,2.746,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0568; stable probability 0.0113.
408,Li3Fe3(PO4)4,mp-26807,LFP-family,Best near-term purchase direction,42.05,96,0.009326969,0.059865877,2.2551,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0599; stable probability 0.0093.
409,Li3Fe2(PO4)3,mp-26825,LFP-family,Best near-term purchase direction,42.05,96,0.009326969,0.059865877,2.2355,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0599; stable probability 0.0093.
410,Li2FeSn(PO4)2,mp-772178,LFP-family,Best near-term purchase direction,42.05,94,0.007898393,0.056023546,3.2388,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0560; stable probability 0.0079.
411,LiFeP2O7,mp-757908,LFP-family,Best near-term purchase direction,42.04,96,0.008221474,0.059635565,2.3061,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0596; stable probability 0.0082.
412,LiFeP2O7,mp-766136,LFP-family,Best near-term purchase direction,42.03,96,0.0086356215,0.059769437,2.4911,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0598; stable probability 0.0086.
413,LiFeP2O7,mp-26358,LFP-family,Best near-term purchase direction,42.03,96,0.0086356215,0.059769437,2.5393,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0598; stable probability 0.0086.
414,LiFe(PO3)4,mp-25961,LFP-family,Best near-term purchase direction,42.03,96,0.00905377,0.059865877,2.3734,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0599; stable probability 0.0091.
415,LiFe2P2HO8,mp-850747,LFP-family,Best near-term purchase direction,42.03,94,0.006784689,0.055863626,3.2573,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0559; stable probability 0.0068.
416,Li2FePHO5,mp-851030,LFP-family,Best near-term purchase direction,42.01,94,0.0061740666,0.055863626,3.5215,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0559; stable probability 0.0062.
417,Li2FeP2O7,mp-757481,LFP-family,Best near-term purchase direction,41.99,96,0.00828628,0.059891205,1.7603,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0599; stable probability 0.0083.
418,Li6Fe9(PO4)8,mp-25809,LFP-family,Best near-term purchase direction,41.99,94,0.00984398,0.056754846,2.8714,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0568; stable probability 0.0098.
419,LiFe4(PO4)3,mp-759439,LFP-family,Best near-term purchase direction,41.95,94,0.008555806,0.05668847,2.9119,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0567; stable probability 0.0086.
420,Li4Fe5Ni(PO4)6,mp-760788,LFP-family,Best near-term purchase direction,41.94,90,0.0075243884,0.049494304,1.5729,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0495; stable probability 0.0075.
421,LiFePO4,mp-1661570,LFP-family,Best near-term purchase direction,41.9,96,0.0059369844,0.059846353,3.8605,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0598; stable probability 0.0059.
422,LiFePO4,mp-758909,LFP-family,Best near-term purchase direction,41.9,94,0.0066107437,0.05650114,3.6487,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0565; stable probability 0.0066.
423,LiFePO4,mp-753407,LFP-family,Best near-term purchase direction,41.79,94,0.0059300205,0.05689428,3.5661,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0569; stable probability 0.0059.
424,Li2FeNi(PO4)2,mp-756268,LFP-family,Best near-term purchase direction,41.78,94,0.008222006,0.057436448,3.0324,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0574; stable probability 0.0082.
425,LiFePO4,mp-1176699,LFP-family,Best near-term purchase direction,41.77,94,0.0055304156,0.05689428,3.3194,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0569; stable probability 0.0055.
426,Li2FeP2O7,mp-772539,LFP-family,Best near-term purchase direction,41.77,94,0.0055167847,0.05689428,3.464,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0569; stable probability 0.0055.
427,LiFePO4,mp-757455,LFP-family,Best near-term purchase direction,41.63,94,0.0062096934,0.05776151,3.4957,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0578; stable probability 0.0062.
428,LiFePO4,mp-765605,LFP-family,Best near-term purchase direction,41.63,94,0.0062096934,0.05776151,3.4959,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0578; stable probability 0.0062.
429,LiFePO4,mp-758926,LFP-family,Best near-term purchase direction,41.62,94,0.008091189,0.058218144,3.9004,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0582; stable probability 0.0081.
430,LiFe4(PO4)3,mp-758778,LFP-family,Best near-term purchase direction,41.61,94,0.0059316116,0.05776151,3.3552,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0578; stable probability 0.0059.
431,LiFePO4,mp-765651,LFP-family,Best near-term purchase direction,41.57,94,0.011376834,0.05923168,3.4343,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0592; stable probability 0.0114.
432,LiFe5P3O13,mp-758965,LFP-family,Best near-term purchase direction,41.56,94,0.011232813,0.059214756,2.9798,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0592; stable probability 0.0112.
